run_id,scenario,cycle,phase,axis,sample_count,time_start,time_end,duration,torque_mean,torque_max,torque_std,torque_rms,omega_max,accel_rms,energy,torque_slope,synthetic_cycle,degradation_alpha,degradation_level
long_live_01,S0,1,cycle_complete,motor1,48,183.95,2221.45,2037.5,1.81220773,2.17493232,0.819020332,1.98517412,3.08777892e-08,5.66158673e-08,5.86170238e-11,-0.00106745145,1,0,S0
long_live_01,S0,2,cycle_complete,motor1,48,183.95,2221.45,2037.5,1.81220773,2.17493232,0.819020332,1.98517412,3.08777892e-08,5.66158673e-08,5.86170238e-11,-0.00106745145,2,0,S0
long_live_01,S0,3,cycle_complete,motor1,48,183.95,2221.45,2037.5,1.81220773,2.17493232,0.819020332,1.98517412,3.08777892e-08,5.66158673e-08,5.86170238e-11,-0.00106745145,3,0,S0
long_live_01,S0,4,cycle_complete,motor1,48,183.95,2221.45,2037.5,1.81220773,2.17493232,0.819020332,1.98517412,3.08777892e-08,5.66158673e-08,5.86170238e-11,-0.00106745145,4,0,S0
long_live_01,S0,5,cycle_complete,motor1,48,183.95,2221.45,2037.5,1.81220773,2.17493232,0.819020332,1.98517412,3.08777892e-08,5.66158673e-08,5.86170238e-11,-0.00106745145,5,0,S0
long_live_01,S0,6,cycle_complete,motor1,48,183.95,2221.45,2037.5,1.81220773,2.17493232,0.819020332,1.98517412,3.08777892e-08,5.66158673e-08,5.86170238e-11,-0.00106745145,6,0,S0
long_live_01,S0,7,cycle_complete,motor1,48,183.95,2221.45,2037.5,1.81220773,2.17493232,0.819020332,1.98517412,3.08777892e-08,5.66158673e-08,5.86170238e-11,-0.00106745145,7,0,S0
long_live_01,S0,8,cycle_complete,motor1,48,183.95,2221.45,2037.5,1.81220773,2.17493232,0.819020332,1.98517412,3.08777892e-08,5.66158673e-08,5.86170238e-11,-0.00106745145,8,0,S0
long_live_01,S0,9,cycle_complete,motor1,48,183.95,2221.45,2037.5,1.81220773,2.17493232,0.819020332,1.98517412,3.08777892e-08,5.66158673e-08,5.86170238e-11,-0.00106745145,9,0,S0
long_live_01,S0,10,cycle_complete,motor1,48,183.95,2221.45,2037.5,1.81220773,2.17493232,0.819020332,1.98517412,3.08777892e-08,5.66158673e-08,5.86170238e-11,-0.00106745145,10,0,S0
long_live_01,S0,11,cycle_complete,motor1,48,183.95,2221.45,2037.5,1.81220773,2.17493232,0.819020332,1.98517412,3.08777892e-08,5.66158673e-08,5.86170238e-11,-0.00106745145,11,0,S0
long_live_01,S0,12,cycle_complete,motor1,48,183.95,2221.45,2037.5,1.81220773,2.17493232,0.819020332,1.98517412,3.08777892e-08,5.66158673e-08,5.86170238e-11,-0.00106745145,12,0,S0
long_live_01,S0,13,cycle_complete,motor1,48,183.95,2221.45,2037.5,1.81220773,2.17493232,0.819020332,1.98517412,3.08777892e-08,5.66158673e-08,5.86170238e-11,-0.00106745145,13,0,S0
long_live_01,S0,14,cycle_complete,motor1,48,183.95,2221.45,2037.5,1.81220773,2.17493232,0.819020332,1.98517412,3.08777892e-08,5.66158673e-08,5.86170238e-11,-0.00106745145,14,0,S0
long_live_01,S0,15,cycle_complete,motor1,48,183.95,2221.45,2037.5,1.81220773,2.17493232,0.819020332,1.98517412,3.08777892e-08,5.66158673e-08,5.86170238e-11,-0.00106745145,15,0,S0
long_live_01,S0,16,cycle_complete,motor1,48,183.95,2221.45,2037.5,1.81220773,2.17493232,0.819020332,1.98517412,3.08777892e-08,5.66158673e-08,5.86170238e-11,-0.00106745145,16,0,S0
long_live_01,S0,17,cycle_complete,motor1,48,183.95,2221.45,2037.5,1.81220773,2.17493232,0.819020332,1.98517412,3.08777892e-08,5.66158673e-08,5.86170238e-11,-0.00106745145,17,0,S0
long_live_01,S0,18,cycle_complete,motor1,48,183.95,2221.45,2037.5,1.81220773,2.17493232,0.819020332,1.98517412,3.08777892e-08,5.66158673e-08,5.86170238e-11,-0.00106745145,18,0,S0
long_live_01,S0,19,cycle_complete,motor1,48,183.95,2221.45,2037.5,1.81220773,2.17493232,0.819020332,1.98517412,3.08777892e-08,5.66158673e-08,5.86170238e-11,-0.00106745145,19,0,S0
long_live_01,S0,20,cycle_complete,motor1,48,183.95,2221.45,2037.5,1.81220773,2.17493232,0.819020332,1.98517412,3.08777892e-08,5.66158673e-08,5.86170238e-11,-0.00106745145,20,0,S0
long_live_01,S0,21,cycle_complete,motor1,48,183.95,2221.45,2037.5,1.81220773,2.17493232,0.819020332,1.98517412,3.08777892e-08,5.66158673e-08,5.86170238e-11,-0.00106745145,21,0,S0
long_live_01,S0,22,cycle_complete,motor1,48,183.95,2221.45,2037.5,1.81220773,2.17493232,0.819020332,1.98517412,3.08777892e-08,5.66158673e-08,5.86170238e-11,-0.00106745145,22,0,S0
long_live_01,S0,23,cycle_complete,motor1,48,183.95,2221.45,2037.5,1.81220773,2.17493232,0.819020332,1.98517412,3.08777892e-08,5.66158673e-08,5.86170238e-11,-0.00106745145,23,0,S0
long_live_01,S0,24,cycle_complete,motor1,48,183.95,2221.45,2037.5,1.81220773,2.17493232,0.819020332,1.98517412,3.08777892e-08,5.66158673e-08,5.86170238e-11,-0.00106745145,24,0,S0
long_live_01,S0,25,cycle_complete,motor1,48,183.95,2221.45,2037.5,1.81220773,2.17493232,0.819020332,1.98517412,3.08777892e-08,5.66158673e-08,5.86170238e-11,-0.00106745145,25,0,S0
long_live_01,S0,26,cycle_complete,motor1,48,183.95,2221.45,2037.5,1.81220773,2.17493232,0.819020332,1.98517412,3.08777892e-08,5.66158673e-08,5.86170238e-11,-0.00106745145,26,0,S0
long_live_01,S0,27,cycle_complete,motor1,48,183.95,2221.45,2037.5,1.81220773,2.17493232,0.819020332,1.98517412,3.08777892e-08,5.66158673e-08,5.86170238e-11,-0.00106745145,27,0,S0
long_live_01,S0,28,cycle_complete,motor1,48,183.95,2221.45,2037.5,1.81220773,2.17493232,0.819020332,1.98517412,3.08777892e-08,5.66158673e-08,5.86170238e-11,-0.00106745145,28,0,S0
long_live_01,S0,29,cycle_complete,motor1,48,183.95,2221.45,2037.5,1.81220773,2.17493232,0.819020332,1.98517412,3.08777892e-08,5.66158673e-08,5.86170238e-11,-0.00106745145,29,0,S0
long_live_01,S0,30,cycle_complete,motor1,48,183.95,2221.45,2037.5,1.81220773,2.17493232,0.819020332,1.98517412,3.08777892e-08,5.66158673e-08,5.86170238e-11,-0.00106745145,30,0,S0
long_live_01,S0,31,cycle_complete,motor1,48,183.95,2221.45,2037.5,1.81220773,2.17493232,0.819020332,1.98517412,3.08777892e-08,5.66158673e-08,5.86170238e-11,-0.00106745145,31,0,S0
long_live_01,S0,32,cycle_complete,motor1,48,183.95,2221.45,2037.5,1.81220773,2.17493232,0.819020332,1.98517412,3.08777892e-08,5.66158673e-08,5.86170238e-11,-0.00106745145,32,0,S0
long_live_01,S0,33,cycle_complete,motor1,48,183.95,2221.45,2037.5,1.81220773,2.17493232,0.819020332,1.98517412,3.08777892e-08,5.66158673e-08,5.86170238e-11,-0.00106745145,33,0,S0
long_live_01,S0,34,cycle_complete,motor1,48,183.95,2221.45,2037.5,1.81220773,2.17493232,0.819020332,1.98517412,3.08777892e-08,5.66158673e-08,5.86170238e-11,-0.00106745145,34,0,S0
long_live_01,S0,35,cycle_complete,motor1,48,183.95,2221.45,2037.5,1.81220773,2.17493232,0.819020332,1.98517412,3.08777892e-08,5.66158673e-08,5.86170238e-11,-0.00106745145,35,0,S0
long_live_01,S0,36,cycle_complete,motor1,48,183.95,2221.45,2037.5,1.81220773,2.17493232,0.819020332,1.98517412,3.08777892e-08,5.66158673e-08,5.86170238e-11,-0.00106745145,36,0,S0
long_live_01,S0,37,cycle_complete,motor1,48,183.95,2221.45,2037.5,1.81220773,2.17493232,0.819020332,1.98517412,3.08777892e-08,5.66158673e-08,5.86170238e-11,-0.00106745145,37,0,S0
long_live_01,S0,38,cycle_complete,motor1,48,183.95,2221.45,2037.5,1.81220773,2.17493232,0.819020332,1.98517412,3.08777892e-08,5.66158673e-08,5.86170238e-11,-0.00106745145,38,0,S0
long_live_01,S0,39,cycle_complete,motor1,48,183.95,2221.45,2037.5,1.81220773,2.17493232,0.819020332,1.98517412,3.08777892e-08,5.66158673e-08,5.86170238e-11,-0.00106745145,39,0,S0
long_live_01,S0,40,cycle_complete,motor1,48,183.95,2221.45,2037.5,1.81220773,2.17493232,0.819020332,1.98517412,3.08777892e-08,5.66158673e-08,5.86170238e-11,-0.00106745145,40,0,S0
long_live_01,S0,41,cycle_complete,motor1,48,183.95,2221.45,2037.5,1.81220773,2.17493232,0.819020332,1.98517412,3.08777892e-08,5.66158673e-08,5.86170238e-11,-0.00106745145,41,0,S0
